fish_id;length;weight;gut_length;stomach;parasite;parasite_n;parasite_weight;eggs;sex;site;site.pull;basin;lake/shore;Station;NR.2;NR.3;Gap;Morphology;tanypodinae;orthocladinae;chironominii;tanytarsini;unknown larvae;adult_fly;Alona rectangula;Alona affinis/quad;Unknown alona;alonella nana;macrothrix hirsuticornix;acroperus harpae;daphnia longispina;resting eggs;Copepods_adult;Copepods_nauplii;ostracod;snail;bivalve;stickleback eggs;Fullness;Algae A;Parasite;Unknow;total_nr;hlutf.tanypodinae;hlutf.orthocladinae;hlutf.chironominii;hlutf.tanytarsini;hlutf.unknown larvae;hlutf.adult_fly;hlutf.Alona rectangula;hlutf.Alona affinis/quad;hlutf.Unknown alona;hlutf.alonella nana;hlutf.macrothrix hirsuticornix;hlutf.acroperus harpae;hlutf.daphnia longispina;hlutf.resting eggs;hlutf.Copepods_adult;hlutf.Copepods_nauplii;hlutf.ostracod;hlutf.snail;hlutf.bivalve;hlutf.stickleback eggs;mouth
RG210099;41;0,65;21;1;1;1;0,13;0;M;NS;NS;North;Shore;Shore;0,752;0,756;0,127;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210100;57;1,61;29;1;1;1;0,04;0;M;NS;NS;North;Shore;Shore;1,355;1,469;0,227;1;0;1;10;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;37;0;0,027027027;0,27027027;0;0;0,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210101;57;1,6;30;1;0;0;0;0;M;44;23&44;South;Lake;Lake;NA;NA;NA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;32;0;0;0;0;4;1;0;0;0;37;0;0;0;0;0;0,027027027;0;0;0;0;0;0;0;0;0,864864865;0;0;0;0;0,108108108;
RG210102;50;1,39;30;1;0;0;0;0;F;44;23&44;South;Lake;Lake;1,06;1,091;0,201;;0;1;0;0;0;10;0;0;17;0;0;0;0;1;25;0;0;0;0;0;2;0;0;0;54;0;0,018518519;0;0;0;0,185185185;0;0;0,314814815;0;0;0;0;0,018518519;0,462962963;0;0;0;0;0;
RG210104;47;1,03;21;1;0;0;0;0;F;44;23&44;South;Lake;Lake;1,049;1,011;0,14;1;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;9;0;0,333333333;0;0;0;0,555555556;0;0;0;0;0;0;0;0;0;0,111111111;0;0;0;0;
RG210105;57;0,32;;1;0;0;0;0;M;44;23&44;South;Lake;Lake;1,368;1,254;0,18;1;0;1;3;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0,066666667;0,2;0;0;0,733333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210106;53;2,05;36;1;0;0;0;0;F;44;23&44;South;Lake;Lake;1,092;1,271;0,151;;0;6;0;0;0;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;27;0;0,222222222;0;0;0;0,481481481;0,296296296;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210107;52;0,7;22;1;0;0;0;1;F;44;23&44;South;Lake;Lake;1,176;1,17;0,157;1;0;0;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;9;0;0;0,222222222;0;0;0,777777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210108;42;0,66;;1;0;0;0;0;F;44;23&44;South;Lake;Lake;0,851;0,796;0,145;1;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0,2;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210109;48;0,9;16;1;0;0;0;0;M;44;23&44;South;Lake;Lake;1,22;1,014;0,161;1;0;0;2;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0,2;0;0;0,3;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;
RG210151;57;1,45;22;1;0;0;0;0;M;23;23&44;South;Lake;Lake;1,231;1,061;0,401;1;0;1;9;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;16;0;0,0625;0,5625;0;0;0,3125;0;0;0;0;0;0;0;0;0,0625;0;0;0;0;0;
RG210152;58;1,87;31;1;0;0;0;1;F;23;23&44;South;Lake;Lake;1,228;1,145;0,266;1;0;1;6;0;0;11;0;0;29;0;0;0;0;0;21;0;0;0;0;0;2;0;0;0;68;0;0,014705882;0,088235294;0;0;0,161764706;0;0;0,426470588;0;0;0;0;0;0,308823529;0;0;0;0;0;
RG210153;46;0,8;26;1;0;0;0;0;M;23;23&44;South;Lake;Lake;1,165;1,102;0,131;1;0;1;0;0;0;7;0;0;3;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;12;0;0,083333333;0;0;0;0,583333333;0;0;0,25;0;0;0;0;0;0,083333333;0;0;0;0;0;
RG210154;41;0,35;16;1;0;0;0;0;F;23;23&44;South;Lake;Lake;0,612;0,61;0,161;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210155;55;1,46;31;1;0;0;0;0;M;23;23&44;South;Lake;Lake;1,286;1,162;0,149;1;0;1;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;15;0;0,066666667;0;0;0;0,933333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;open
RG210156;64;2,63;39;1;0;0;0;0;F;23;23&44;South;Lake;Lake;1,433;1,264;0,176;1;0;0;5;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;16;0;0;0,3125;0;0;0,6875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210157;46;0,8;16;1;0;0;0;0;F;23;23&44;South;Lake;Lake;1,117;0,954;0,143;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210158;73;3,01;40;1;0;0;0;0;F;23;23&44;South;Lake;Lake;1,555;1,406;0,26;1;0;0;19;0;0;7;0;0;96;0;0;0;0;0;8;0;0;0;0;0;3;0;0;0;130;0;0;0,146153846;0;0;0,053846154;0;0;0,738461538;0;0;0;0;0;0,061538462;0;0;0;0;0;open
RG210159;54;1,17;31;1;0;0;0;0;F;23;23&44;South;Lake;Lake;1,008;0,918;0,268;1;0;0;3;0;0;7;0;0;52;0;0;0;0;0;25;0;0;0;0;0;2;0;0;0;87;0;0;0,034482759;0;0;0,08045977;0;0;0,597701149;0;0;0;0;0;0,287356322;0;0;0;0;0;
RG210201;37;0,39;19;1;1;1;0,03;0;F;HS2;HS2;North;Shore;HS2;0,823;0,823;0,122;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210202;43;0,61;26;1;1;1;0,01;0;F;HS2;HS2;North;Shore;HS2;0,727;0,753;0,208;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210203;59;1,5;25;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,235;1,083;0,195;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;5;0;0;0;0;0;0,2;0;0;0,4;0;0;0;0;0;0,2;0;0;0,2;0;0;
RG210204;51;0,82;26;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;0,829;0,957;0,235;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210205;54;1,7;20;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,258;1,358;0,176;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210206;54;1,33;23;1;1;4;0,1;0;F;HS2;HS2;North;Shore;HS2;1,126;1,125;0,261;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
RG210207;51;1,1;27;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,089;1,127;0,193;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210208;51;1;25;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;1,34;1,054;0,185;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210209;61;2,2;32;1;0;0;0;1;F;HS2;HS2;North;Shore;HS2;1,015;1,038;0,106;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;3;0;0;0;17;0;0;0;0;0;0;0;0;0,058823529;0;0;0;0;0;0;0;0;0;0;0,941176471;
RG210210;56;1,5;24;1;1;1;0,15;0;F;HS2;HS2;North;Shore;HS2;1,019;1,027;0,259;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
RG210211;53;1,25;31;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;1,173;1,022;0,159;1;0;5;1;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;19;0;0,263157895;0,052631579;0;0,052631579;0,631578947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210212;48;0,9;21;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;1,092;0,996;0,218;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210213;55;1,1;20;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,279;1,332;0,124;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4;0;0;3;0;0;0,666666667;0;0;0;0;0;0;0;0;0;0;0;0;0,333333333;0;0;0;0;
RG210214;56;1,47;30;1;1;4;0,02;0;F;HS2;HS2;North;Shore;HS2;1,141;1,123;0,215;1;0;6;5;0;0;3;1;0;18;0;0;0;0;0;0;0;0;0;0;1;3;0;2;0;34;0;0,176470588;0,147058824;0;0;0,088235294;0,029411765;0;0,529411765;0;0;0;0;0;0;0;0;0;0;0,029411765;
RG210215;54;1,2;;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,224;1,189;0,137;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210216;58;1,6;22;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;0,967;1,047;0,21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
RG210217;60;1,6;20;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,372;1,495;0,184;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;1;2;0;0;5;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0,2;0;0;0,6;0;0;
RG210218;64;1,7;26;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;1,42;1,277;0,28;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;1;0;0;0;6;0,166666667;0;0;0;0;0;0;0;0,166666667;0;0;0;0;0;0,166666667;0;0;0,5;0;0;
RG210219;54;1,3;24;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;1,189;0,941;0,259;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210220;55;1,3;25;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,224;1,197;0,154;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210221;55;1,32;20;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,329;1,342;0,193;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210222;53;1,21;21;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,296;1,192;0,189;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;
RG210223;58;1,51;30;1;1;3;0,1;0;M;HS2;HS2;North;Shore;HS2;1,598;1,56;0,203;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;10;10;0;3;0;0;0;0;0;0;0;0;0,666666667;0;0;0;0;0;0;0;0;0,333333333;0;0;
RG210224;63;1,6;23;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,271;1,24;0,23;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
RG210225;53;1,4;28;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,305;1,329;0,176;1;0;5;15;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;26;0;0,192307692;0,576923077;0;0;0,230769231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210226;52;1,13;25;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;1,195;1,096;0,215;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
RG210227;49;0,8;28;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;0,814;0,842;0,14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;open
RG210228;52;1,11;19;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;1,257;1,215;0,183;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210229;57;1,45;25;1;1;6;0,07;0;F;HS2;HS2;North;Shore;HS2;1,141;1,113;0,242;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210230;58;1,12;;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,396;1,417;0,23;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210231;50;1,05;23;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,318;1,199;0,201;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210232;55;1,23;21;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,133;1,093;0,156;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210233;59;1,23;16;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,46;1,428;0,15;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210234;39;0,37;20;1;1;8;0,15;0;M;HS2;HS2;North;Shore;HS2;0,968;1,063;0,119;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
RG210235;47;0,8;24;1;0;0;0;1;F;HS2;HS2;North;Shore;HS2;0,843;0,895;0,126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210238;50;1,1;21;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,128;1,185;0,105;1;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;59;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210239;44;0,83;21;1;1;4;0,18;0;F;HS2;HS2;North;Shore;HS2;0,874;0,925;0,215;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;3;0;0;5;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;
RG210240;46;0,76;16;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;1,046;0,962;0,165;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210241;49;1,01;;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;0,996;0,872;0,157;1;0;0;1;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;55;0;0;0,018181818;0;0;0,981818182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210242;36;0,45;15;1;1;3;0,05;0;F;HS2;HS2;North;Shore;HS2;0,547;0,459;0,157;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210243;42;0,54;16;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;0,859;0,845;0,178;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210245;47;0,75;24;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,48;1,564;0,214;1;0;0;2;0;0;5;0;1;3;0;2;0;0;0;0;0;0;0;1;0;2;3;0;0;14;0;0;0,142857143;0;0;0,357142857;0;0,071428571;0,214285714;0;0,142857143;0;0;0;0;0;0;0;0,071428571;0;
RG210246;40;0,6;17;1;1;3;0,07;0;F;HS2;HS2;North;Shore;HS2;0,602;0,618;0,127;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210247;43;0,63;22;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;0,709;0,693;0,154;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210248;44;0,63;15;1;0;0;0;0;F;HS2;HS2;North;Shore;HS2;1,144;0,897;0,245;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210249;52;1,02;15;1;0;0;0;0;M;HS2;HS2;North;Shore;HS2;1,402;1,403;0,211;1;1;0;0;0;0;0;0;0;10;1;0;1;0;0;22;0;0;3;0;0;1;0;0;0;38;0,026315789;0;0;0;0;0;0;0;0,263157895;0,026315789;0;0,026315789;0;0;0,578947368;0;0;0,078947368;0;0;
RG210250;40;0,5;16;1;1;1;0,1;0;F;HS2;HS2;North;Shore;HS2;0,73;0,59;0,149;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210251;66;2,92;43;1;0;0;0;1;F;135;135;South;Lake;Lake;1,238;1,253;0,279;1;4;4;10;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;24;0,166666667;0,166666667;0,416666667;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210253;64;2,28;41;1;0;0;0;1;F;135;135;South;Lake;Lake;1,33;1,283;0,175;1;0;2;5;0;0;2;2;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;14;0;0,142857143;0,357142857;0;0;0,142857143;0,142857143;0;0,071428571;0;0;0;0;0;0,071428571;0;0;0,071428571;0;0;
RG210254;53;1,21;28;1;0;0;0;1;F;135;135;South;Lake;Lake;0,857;0,968;0,167;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210255;70;2,94;26;1;0;0;0;1;F;135;135;South;Lake;Lake;1,595;1,489;0,181;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210256;69;2,4;41;1;0;0;0;0;F;135;135;South;Lake;Lake;1,676;1,601;0,294;1;0;3;0;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;11;0;0,272727273;0;0;0;0,545454545;0;0,090909091;0,090909091;0;0;0;0;0;0;0;0;0;0;0;
RG210257;70;2,62;42;1;0;0;0;0;F;135;135;South;Lake;Lake;1,258;1,317;0,256;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210258;47;0,77;18;1;0;0;0;0;M;135;135;South;Lake;Lake;0,95;0,967;0,108;1;0;1;2;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;14;0;0,071428571;0,142857143;0;0;0,071428571;0;0,071428571;0,357142857;0;0;0;0;0;0;0;0;0;0;0,285714286;
RG210260;66;2,3;40;1;0;0;0;1;F;135;135;South;Lake;Lake;1,39;1,416;0,184;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210264;47;0,81;21;1;0;0;0;0;M;135;135;South;Lake;Lake;1,022;0,961;0,168;;0;0;1;0;0;1;0;0;0;1;0;0;0;0;23;0;0;0;0;0;1;0;0;0;26;0;0;0,038461538;0;0;0,038461538;0;0;0;0,038461538;0;0;0;0;0,884615385;0;0;0;0;0;
RG210265;51;0,9;40;1;0;0;0;0;F;135;135;South;Lake;Lake;0,944;0,891;0,147;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
